text;expected_sentiment
"It states it should be refrigerated on the packaging.  Not just ""refrigerate after opening"" but ""keep refrigerated"".  Not sure if I can use it!";neutral
My fear was that these snacks were going to be bland and dry.  In fact they are decent....Not too salty or overly spiced.  A great protein snack!  Would definitely buy more flavors.;neutral
sorry , my taste buds were disappointed and not impressed.;neutral
I was really looking for something with more punch to it. Even though I have used it several times on pizza, I can only barely paste the spice. It seems to work better when used after your food is cooked.;neutral
Expected more tea flavor.  I felt flavor a little weak.;neutral
Good flavored coffee but not so much Kona. I got spoiled in Hawaii drinking real Kona coffee so this blend isn't Kona enough to satisify tast for Kona.;neutral
These are handy if you are trying to low-carb and miss your pasta fix. They aren't exactly like traditional pasta, naturally, but for us they do fill the void.;neutral
Good but the flavor is just a little something I don't love. I would drink it if it was my only option but probably wouldn't order again. But I'm not into most caramel ish coffee flavors.;neutral
"Most of the pieces arrived broken and I had to ""glue"" them back together with icing.  If not for that, I liked them and they looked cute on the cupcakes I made for the baby shower.";neutral
The rockstar was ok but it was all banged up when I recieved it.;neutral
nice texture, not great flavor - just ok;neutral
This was a pleasant change from our regular coffee. That said, it isn't one that I would want to drink every day.;neutral
Comes in a plastic container smashed. Not lose like in the picture.;neutral
Very good when you need a decaf and not sacrifice taste.;neutral
These weren't awful, but I did notice that they weren't quite as flavorful as other brands. Not worth the price to buy it again.;neutral
This was okay, not our favorite.  There aren't many included for the price, but the packaging delivered.;neutral
I used this for a course as practice icing, and then for a set of cupcakes I made for a friend.  The reviews were that the icing was too sweet.  It was great to use for practice though.;neutral
and not such a good smell did try tyson was way better would not order it again , just wished to get more dark meat chicken with low sodium;neutral
Nuts are OK. Realize I like them better roasted and salted - just a peasant I guess.;neutral
These are good. And even though it's not that many I won't be finishing them in a day;neutral
Not too bad - would have preferred more coconut flavor - not sure this stand out from other drinks though. Good price.;neutral
it was just ok. I want to try it hot, with milk.;neutral
Not as much flavor as expected.  Tastes like coco with only a slight taste of the flavor noted on the 7 different boxes.;neutral
My favorite dessert flavor and makes a great tart.;neutral
The flavor is acceptable, but the chicken flavor tastes better to me.  My next purchase will be the chicken flavor.;neutral
Good quality but WAY over priced. The container is very small and over priced. You can buy this at your local Walmart for half the price and double the size;neutral
I did not know this was flavored coffee, I don't really like flavored coffee but this was better than average!;neutral
Be careful when you open this. The kid was not secured and it went all over my kitchen floor.;neutral
This is a gift for someone else and do not know if this was good or not.;neutral
Again , I have had better tasting hazelnut, Has a smokey burnt cork taste. Nutty flavored for sure , but not the hazelnut taste I am looking for, but in all a good robust taste.;neutral
useful, good taste, long shelf life;neutral
Lots of broken pieces in the bag. After buying I figured out the price per ounce and it is actually cheaper to buy smaller bags at Wal-Mart.;neutral
Did not receive 5 boxes only 4 in box with everything else.;neutral
We thought it was OK. It was very fresh, but the flavor tended toward bitter.;neutral
"Great in store bought sauce (Gravy) to ""kick it up"" a little.  Not hot mind you, just a little extra flavor that bottle sauce often lacks!";neutral
good vanilla and spice flavors, but super sweet;neutral
Need to get used to taste and sort of hard to mix by hand or in shaker.  Also really didn't notice any health change??;neutral
Wouldn't pop like popcorn.  Have yet to use them for anything else.;neutral
A little too sweet for my taste, but otherwise this is a good matcha drink mix;neutral
Okay product up for coffee enemas I much prefer one of the dark strong organic coffees, much better buying value on Amazon and I found the coffee grinds in this product not as fresh as others;neutral
Not my favorite mint tea. Not a bad Tea either . Mighty leaf makes good products this just wasn't my favorite mint tea;neutral
Great candy just like we remember but a little on the stale side!;neutral
I can't seem to decide if I like this flavor or not.  It seems to leave a strange taste in my mouth.  It is not something I love, but I won't throw it away either so I'll give it 3 stars.;neutral
Very sweet and not sure of the quality of the protein. The ingredients look very good but just doesn't seem to do it for me, not a huge fan of the taste.;neutral
I bought this with my coffee maker because I didn't yet know what I'd like. I didn't realize it was so light. If you like a light coffee this might be for you, but I prefer a stronger blend.;neutral
This is a good product.  Starbuck's sugar free is better and I really want to find something organic next, but it's okay.;neutral
Not soft- hard to chew- tasted old-;neutral
This soup is ok.  It's spicy, which I like, but I don't care for the noodles very much, too gummy and not flavorful.  It works for a quick meal.;neutral
